date,pitcher,line,over_price,under_price,game,game_pk,role,expected_innings,bullpen_game,pitching_plan_reported,books,k_rate_season,recent_form_starts,recent_form_bf,bf_per_ip,recent_form_k_rate,recent_form_weight,opp_k_source,opp_lineup_k,opp_lineup_k_weighted,opp_lineup_k_resolved,opp_team_season_k,league_lineup_k,whiff_leverage,actual_k,ou_result,lean,lean_result,projection_raw,calibration_band,k_rate_used,opp_k_adjustment,calibration_bias,error_raw,abs_error_raw,error_corrected,abs_error_corrected,projection
8/9/2026,Michael Lorenzen,1.5,-120,-110,,,,,,,,,,,,,,,,,,,,,1,U,0.87,L,2.37,<6,,,,-1.37,1.37,-1.37,1.37,2.37
8/9/2026,Michael McGreevy,3.5,100,-135,,,,,,,,,,,,,,,,,,,,,4,O,0.58,,4.08,<6,,,,-0.08,0.08,-0.08,0.08,4.08
8/9/2026,Cade Povich,4.5,115,-155,,,,,,,,,,,,,,,,,,,,,2,U,0.15,,4.65,<6,,,,-2.65,2.65,-2.65,2.65,4.65
8/9/2026,Kumar Rocker,5.5,-110,-125,,,,,,,,,,,,,,,,,,,,,5,U,1.52,L,7.02,>=7,,,,-2.02,2.02,-2.02,2.02,7.02
8/9/2026,Troy Melton,5.5,132,-161,,,,,,,,,,,,,,,,,,,,,5,U,-0.46,,5.04,<6,,,,-0.04,0.04,-0.04,0.04,5.04
8/9/2026,Logan Webb,5.5,128,-155,,,,,,,,,,,,,,,,,,,,,2,U,-0.67,,4.83,<6,,,,-2.83,2.83,-2.83,2.83,4.83
8/9/2026,Justin Wrobleski,4.5,130,-165,,,,,,,,,,,,,,,,,,,,,3,U,-0.49,,4.01,<6,,,,-1.01,1.01,-1.01,1.01,4.01
8/9/2026,Eduardo Rodriguez,3.5,-132,114,,,,,,,,,,,,,,,,,,,,,9,O,-0.39,,3.11,<6,,,,5.89,5.89,5.89,5.89,3.11
8/9/2026,Ian Seymour,5.5,-111,-101,,,,,,,,,,,,,,,,,,,,,7,O,-0.4,,5.1,<6,,,,1.9,1.9,1.9,1.9,5.1
8/9/2026,Emerson Hancock,4.5,115,-127,,,,,,,,,,,,,,,,,,,,,3,U,-0.9,W,3.6,<6,,,,-0.6,0.6,-0.6,0.6,3.6
8/9/2026,Cristian Javier,3.5,107,-120,,,,,,,,,,,,,,,,,,,,,2,U,-1.42,W,2.08,<6,,,,-0.08,0.08,-0.08,0.08,2.08
8/10/2026,Sonny Gray,4.5,-132,120,,,,,,,,,,,,,,,,,,,,,4,U, -   ,,4.5,<6,,,,-0.5,0.5,-0.5,0.5,4.5
8/10/2026,Jameson Taillon,4.5,116,-138,,,,,,,,,,,,,,,,,,,,,3,U,-0.33,,4.17,<6,,,,-1.17,1.17,-1.17,1.17,4.17
8/10/2026,Christian Scott,5.5,-112,-110,,,,,,,,,,,,,,,,,,,,,6,O,1.11,W,6.61,6-7,,,,-0.61,0.61,-0.61,0.61,6.61
8/10/2026,Bryce Elder,4.5,102,-120,,,,,,,,,,,,,,,,,,,,,4,U,0.74,L,5.24,<6,,,,-1.24,1.24,-1.24,1.24,5.24
8/10/2026,Trevor Rogers,4.5,-130,105,,,,,,,,,,,,,,,,,,,,,4,U,-0.62,,3.88,<6,,,,0.12,0.12,0.12,0.12,3.88
8/10/2026,Dean Kremer,5.5,117,-143,,,,,,,,,,,,,,,,,,,,,7,O,0.8,W,6.3,6-7,,,,0.7,0.7,0.7,0.7,6.3
8/10/2026,Andrew Painter,3.5,110,-125,,,,,,,,,,,,,,,,,,,,,6,O,-0.09,,3.41,<6,,,,2.59,2.59,2.59,2.59,3.41
8/10/2026,Hunter Dobbins,3.5,105,-118,,,,,,,,,,,,,,,,,,,,,6,O,0.86,W,4.36,<6,,,,1.64,1.64,1.64,1.64,4.36
8/10/2026,MacKenzie Gore,6.5,104,-115,,,,,,,,,,,,,,,,,,,,,9,O,1.16,W,7.66,>=7,,,,1.34,1.34,1.34,1.34,7.66
8/10/2026,Reid Detmers,6.5,-128,110,,,,,,,,,,,,,,,,,,,,,6,U,3.51,L,10.01,>=7,,,,-4.01,4.01,-4.01,4.01,10.01
8/10/2026,Gabriel Hughes,3.5,-125,116,,,,,,,,,,,,,,,,,,,,,3,U,0.48,,3.98,<6,,,,-0.98,0.98,-0.98,0.98,3.98
8/10/2026,Michael Soroka,4.5,114,-138,,,,,,,,,,,,,,,,,,,,,4,U,0.87,L,5.37,<6,,,,-1.37,1.37,-1.37,1.37,5.37
8/10/2026,Freddy Peralta,4.5,-125,116,,,,,,,,,,,,,,,,,,,,,5,O,0.13,,4.63,<6,,,,0.37,0.37,0.37,0.37,4.63
8/10/2026,Jacob Lopez,4.5,107,-132,,,,,,,,,,,,,,,,,,,,,5,O,-1.14,L,3.36,<6,,,,1.64,1.64,1.64,1.64,3.36
8/10/2026,Logan Henderson,5.5,109,-115,,,,,,,,,,,,,,,,,,,,,7,O,-0.67,,4.83,<6,,,,2.17,2.17,2.17,2.17,4.83
8/10/2026,Casey Mize,4.5,-136,123,,,,,,,,,,,,,,,,,,,,,6,O,0.45,,4.95,<6,,,,1.05,1.05,1.05,1.05,4.95
8/10/2026,Blade Tidwell,3.5,-134,110,,,,,,,,,,,,,,,,,,,,,6,O,0.16,,3.66,<6,,,,2.34,2.34,2.34,2.34,3.66
8/10/2026,Noah Cameron,4.5,-146,120,,,,,,,,,,,,,,,,,,,,,2,U,0.42,,4.92,<6,,,,-2.92,2.92,-2.92,2.92,4.92
8/10/2026,Tarik Skubal,7.5,-113,100,,,,,,,,,,,,,,,,,,,,,6,U,-1.99,W,5.51,<6,,,,0.49,0.49,0.49,0.49,5.51
8/11/2026,Tanner Bibee,4.5,-108,-108,,,,,,,,,,,,,,,,,,,,,4,U,-0.49,,4.01,<6,,,,-0.01,0.01,-0.01,0.01,4.01
8/11/2026,Drew Anderson,3.5,124,-150,,,,,,,,,,,,,,,,,,,,,4,O,-0.73,L,2.77,<6,,,,1.23,1.23,1.23,1.23,2.77
8/11/2026,Paul Skenes,6.5,-146,120,,,,,,,,,,,,,,,,,,,,,4,U,0.3,,7.19,>=7,,,,-3.19,3.19,-2.8,2.8,6.8
8/11/2026,Shota Imanaga,5.5,116,-143,,,,,,,,,,,,,,,,,,,,,5,U,-0.59,,4.91,<6,,,,0.09,0.09,0.09,0.09,4.91
8/11/2026,Jake Irvin,4.5,129,-155,,,,,,,,,,,,,,,,,,,,,4,U,0.23,,4.73,<6,,,,-0.73,0.73,-0.73,0.73,4.73
8/11/2026,Bryan Woo,6.5,122,-134,,,,,,,,,,,,,,,,,,,,,5,U,0.4,,6.9,6-7,,,,-1.9,1.9,-1.9,1.9,6.9
8/11/2026,Ryan Weathers,6.5,122,-145,,,,,,,,,,,,,,,,,,,,,4,U,-0.62,,5.88,<6,,,,-1.88,1.88,-1.88,1.88,5.88
8/11/2026,Patrick Sandoval,4.5,124,-134,,,,,,,,,,,,,,,,,,,,,4,U,-1.65,W,2.85,<6,,,,1.15,1.15,1.15,1.15,2.85
8/11/2026,Dylan Cease,7.5,-143,124,,,,,,,,,,,,,,,,,,,,,7,U,-0.7,W,6.8,6-7,,,,0.2,0.2,0.2,0.2,6.8
8/11/2026,Nolan McLean,5.5,-155,122,,,,,,,,,,,,,,,,,,,,,3,U,1.17,L,7.06,>=7,,,,-4.06,4.06,-3.67,3.67,6.67
8/11/2026,Brandon Young,4.5,128,-152,,,,,,,,,,,,,,,,,,,,,4,U,-0.04,,4.46,<6,,,,-0.46,0.46,-0.46,0.46,4.46
8/11/2026,Bailey Ober,4.5,115,-123,,,,,,,,,,,,,,,,,,,,,4,U,-0.04,,4.46,<6,,,,-0.46,0.46,-0.46,0.46,4.46
8/11/2026,Nick Lodolo,4.5,-113,-105,,,,,,,,,,,,,,,,,,,,,5,O,0.19,,4.69,<6,,,,0.31,0.31,0.31,0.31,4.69
8/11/2026,Sean Burke,7.5,115,-137,,,,,,,,,,,,,,,,,,,,,8,O,1.01,W,8.9,>=7,,,,-0.9,0.9,-0.51,0.51,8.51
8/11/2026,Andre Pallante,3.5,100,-115,,,,,,,,,,,,,,,,,,,,,2,U,-0.3,,3.2,<6,,,,-1.2,1.2,-1.2,1.2,3.2
8/11/2026,Ryan Johnson,4.5,130,-145,,,,,,,,,,,,,,,,,,,,,5,O,-0.68,,3.82,<6,,,,1.18,1.18,1.18,1.18,3.82
8/11/2026,Tomoyuki Sugano,2.5,-130,107,,,,,,,,,,,,,,,,,,,,,5,O,-0.01,,2.49,<6,,,,2.51,2.51,2.51,2.51,2.49
8/11/2026,Mitch Bratt,4.5,106,-125,,,,,,,,,,,,,,,,,,,,,4,U,-0.81,W,3.69,<6,,,,0.31,0.31,0.31,0.31,3.69
8/11/2026,Nick Martinez,3.5,121,-143,,,,,,,,,,,,,,,,,,,,,5,O,-0.8,L,2.7,<6,,,,2.3,2.3,2.3,2.3,2.7
8/11/2026,Mason Barnett,3.5,105,-125,,,,,,,,,,,,,,,,,,,,,0,U,0.31,,3.81,<6,,,,-3.81,3.81,-3.81,3.81,3.81
8/11/2026,Kyle Harrison,5.5,115,-143,,,,,,,,,,,,,,,,,,,,,3,U,-0.65,,4.85,<6,,,,-1.85,1.85,-1.85,1.85,4.85
8/11/2026,Walker Buehler,4.5,122,-150,,,,,,,,,,,,,,,,,,,,,5,O,-0.65,,3.85,<6,,,,1.15,1.15,1.15,1.15,3.85
8/11/2026,Hunter Brown,5.5,-143,115,,,,,,,,,,,,,,,,,,,,,4,U,0.17,,5.67,<6,,,,-1.67,1.67,-1.67,1.67,5.67
8/11/2026,Carson Whisenhunt,3.5,-115,100,,,,,,,,,,,,,,,,,,,,,2,U,0.3,,3.8,<6,,,,-1.8,1.8,-1.8,1.8,3.8
8/11/2026,Michael Wacha,4.5,111,-128,,,,,,,,,,,,,,,,,,,,,5,O,1.74,W,6.24,6-7,,,,-1.24,1.24,-1.24,1.24,6.24
8/12/2026,Adrian Houser,2.5,-180,140,,,,,,,,,,,,,,,,,,,,,5,O,0.36,,2.86,<6,,,,2.14,2.14,2.14,2.14,2.86
8/12/2026,Cal Quantrill,3.5,100,-119,,,,,,,,,,,,,,,,,,,,,6,O,0.16,,3.66,<6,,,,2.34,2.34,2.34,2.34,3.66
8/12/2026,Carmen Mlodzinski,3.5,-105,-106,,,,,,,,,,,,,,,,,,,,,1,U,0.15,,3.65,<6,,,,-2.65,2.65,-2.65,2.65,3.65
8/12/2026,David Peterson,4.5,115,-131,,,,,,,,,,,,,,,,,,,,,6,O,-0.36,,4.14,<6,,,,1.86,1.86,1.86,1.86,4.14
8/12/2026,Drew Rasmussen,5.5,-113,115,,,,,,,,,,,,,,,,,,,,,3,U,2,L,8.08,>=7,,,,-5.08,5.08,-4.5,4.5,7.5
8/12/2026,Dustin May,4.5,-120,110,,,,,,,,,,,,,,,,,,,,,6,O,-0.96,L,3.54,<6,,,,2.46,2.46,2.46,2.46,3.54
8/12/2026,Eric Lauer,4.5,131,-166,,,,,,,,,,,,,,,,,,,,,6,O,-1.83,L,2.67,<6,,,,3.33,3.33,3.33,3.33,2.67
8/12/2026,Foster Griffin,5.5,124,-150,,,,,,,,,,,,,,,,,,,,,3,U,-1.17,W,4.33,<6,,,,-1.33,1.33,-1.33,1.33,4.33
8/12/2026,Framber Valdez,4.5,105,-122,,,,,,,,,,,,,,,,,,,,,3,U,-1.01,W,3.49,<6,,,,-0.49,0.49,-0.49,0.49,3.49
8/12/2026,Jack Perkins,4.5,128,-147,,,,,,,,,,,,,,,,,,,,,2,U,-0.55,,3.95,<6,,,,-1.95,1.95,-1.95,1.95,3.95
8/12/2026,Janson Junk,4.5,124,-150,,,,,,,,,,,,,,,,,,,,,2,U,-0.22,,4.28,<6,,,,-2.28,2.28,-2.28,2.28,4.28
8/12/2026,Kyle Leahy,3.5,-160,128,,,,,,,,,,,,,,,,,,,,,6,O,0.33,,3.83,<6,,,,2.17,2.17,2.17,2.17,3.83
8/12/2026,Luis Castillo,5.5,-111,-107,,,,,,,,,,,,,,,,,,,,,10,O,-0.79,L,4.71,<6,,,,5.29,5.29,5.29,5.29,4.71
8/12/2026,Merrill Kelly,4.5,-132,112,,,,,,,,,,,,,,,,,,,,,2,U,0.69,,5.19,<6,,,,-3.19,3.19,-3.19,3.19,5.19
8/12/2026,Ranger Suarez,4.5,110,-125,,,,,,,,,,,,,,,,,,,,,2,U,-0.22,,4.28,<6,,,,-2.28,2.28,-2.28,2.28,4.28
8/12/2026,Rhett Lowder,4.5,134,-155,,,,,,,,,,,,,,,,,,,,,4,U,0.41,,4.91,<6,,,,-0.91,0.91,-0.91,0.91,4.91
8/12/2026,Robbie Ray,4.5,-143,127,,,,,,,,,,,,,,,,,,,,,4,U,0.22,,4.72,<6,,,,-0.72,0.72,-0.72,0.72,4.72
8/12/2026,Ryan Feltner,3.5,128,-156,,,,,,,,,,,,,,,,,,,,,2,U,-1.18,W,2.32,<6,,,,-0.32,0.32,-0.32,0.32,2.32
8/12/2026,Shane Baz,4.5,-128,101,,,,,,,,,,,,,,,,,,,,,2,U,-0.31,,4.19,<6,,,,-2.19,2.19,-2.19,2.19,4.19
8/12/2026,Tyler Mahle,5.5,129,-140,,,,,,,,,,,,,,,,,,,,,7,O,0.27,,5.77,<6,,,,1.23,1.23,1.23,1.23,5.77
8/12/2026,Will Warren,4.5,-132,113,,,,,,,,,,,,,,,,,,,,,3,U,-0.17,,4.33,<6,,,,-1.33,1.33,-1.33,1.33,4.33
8/12/2026,Zack Wheeler,5.5,-148,134,,,,,,,,,,,,,,,,,,,,,5,U,0.17,,5.67,<6,,,,-0.67,0.67,-0.67,0.67,5.67
8/12/2026,Zebby Matthews,5.5,112,-129,,,,,,,,,,,,,,,,,,,,,4,U,0.74,L,6.24,6-7,,,,-2.24,2.24,-2.24,2.24,6.24
8/13/2026,Parker Messick,5.5,102,-116,,,,,,,,,,,,,,,,,,,,,6,O,0.16,,5.66,<6,,,,0.34,0.34,0.34,0.34,5.66
8/13/2026,Keider Montero,2.5,-170,136,,,,,,,,,,,,,,,,,,,,,0,U,-0.16,,2.34,<6,,,,-2.34,2.34,-2.34,2.34,2.34
8/13/2026,Andrew Abbott,4.5,-105,-110,,,,,,,,,,,,,,,,,,,,,3,U,-0.95,W,3.55,<6,,,,-0.55,0.55,-0.55,0.55,3.55
8/13/2026,Davis Martin,4.5,-119,105,,,,,,,,,,,,,,,,,,,,,3,U,1.47,L,5.97,<6,,,,-2.97,2.97,-2.97,2.97,5.97
8/13/2026,Braxton Ashcraft,5.5,-107,110,,,,,,,,,,,,,,,,,,,,,10,O,-0.18,,5.32,<6,,,,4.68,4.68,4.68,4.68,5.32
8/13/2026,Tyler Phillips,3.5,-142,120,,,,,,,,,,,,,,,,,,,,,6,O,0.92,W,4.42,<6,,,,1.58,1.58,1.58,1.58,4.42
8/13/2026,Logan Gilbert,6.5,-132,115,,,,,,,,,,,,,,,,,,,,,7,O,0.52,,7.62,>=7,,,,-0.62,0.62,-0.02,0.02,7.02
8/13/2026,Max Fried,5.5,-139,115,,,,,,,,,,,,,,,,,,,,,4,U,0.61,,6.11,6-7,,,,-2.11,2.11,-2.11,2.11,6.11
8/13/2026,Payton Tolle,5.5,-122,103,,,,,,,,,,,,,,,,,,,,,4,U,0.57,,6.07,6-7,,,,-2.07,2.07,-2.07,2.07,6.07
8/13/2026,Max Scherzer,4.5,132,-158,,,,,,,,,,,,,,,,,,,,,4,U,-1.45,W,3.05,<6,,,,0.95,0.95,0.95,0.95,3.05
8/13/2026,Kevin Gausman,4.5,-150,124,,,,,,,,,,,,,,,,,,,,,7,O,0.47,,4.97,<6,,,,2.03,2.03,2.03,2.03,4.97
8/13/2026,Cade Cavalli,5.5,118,-140,,,,,,,,,,,,,,,,,,,,,10,O,1.2,W,6.7,6-7,,,,3.3,3.3,3.3,3.3,6.7
8/13/2026,Aaron Nola,5.5,130,-152,,,,,,,,,,,,,,,,,,,,,9,O,-0.74,L,4.76,<6,,,,4.24,4.24,4.24,4.24,4.76
8/13/2026,Taj Bradley,5.5,-125,111,,,,,,,,,,,,,,,,,,,,,3,U,-0.65,,4.85,<6,,,,-1.85,1.85,-1.85,1.85,4.85
8/13/2026,Jacob deGrom,6.5,-120,100,,,,,,,,,,,,,,,,,,,,,3,U,1.01,L,8.11,>=7,,,,-5.11,5.11,-4.51,4.51,7.51
8/13/2026,Shane Drohan,4.5,102,-120,,,,,,,,,,,,,,,,,,,,,5,O,0.55,,5.05,<6,,,,-0.05,0.05,-0.05,0.05,5.05
8/13/2026,Roki Sasaki,5.5,-124,107,,,,,,,,,,,,,,,,,,,,,2,U,-0.35,,5.15,<6,,,,-3.15,3.15,-3.15,3.15,5.15
8/14/2026,Matthew Liberatore,4.5,107,-120,St. Louis Cardinals @ Chicago Cubs,824643,Traditional starter,5,false,false,6,0.2235,5,107,4.36,0.2617,0.349,lineup_unweighted_30d_posted,0.2231,0.2252,9,0.2195,0.2173,0.975,6,O,0.63,,5.13,<6,0.2368,1.0268,0,0.87,0.87,0.87,0.87,5.13
8/14/2026,Clay Holmes,3.5,-138,121,St. Louis Cardinals @ Chicago Cubs,824643,Traditional starter,5.8,false,false,6,0.1922,5,113,4.03,0.2124,0.361,lineup_unweighted_30d_posted,0.1857,0.1897,9,0.2126,0.2173,0.9708,3,U,0.34,,3.84,<6,0.1995,0.8546,0,-0.84,0.84,-0.84,0.84,3.84
8/14/2026,Sandy Alcantara,5.5,-128,102,Miami Marlins @ Cincinnati Reds,824479,Traditional starter,6.5,false,false,6,0.1899,5,131,4.12,0.2137,0.396,lineup_unweighted_30d_posted,0.3131,0.2769,9,0.2548,0.2173,1.062,2,U,1.92,L,8.22,>=7,0.1993,1.4408,-0.8,-6.22,6.22,-5.42,5.42,7.42
8/14/2026,Chase Burns,6.5,-106,-115,Miami Marlins @ Cincinnati Reds,824479,Traditional starter,5.6,false,false,6,0.2849,5,112,4.05,0.2411,0.359,lineup_unweighted_30d_posted,0.2407,0.2229,9,0.2108,0.2173,0.8833,8,O,-0.49,,6.01,6-7,0.2691,1.1076,0,1.99,1.99,1.99,1.99,6.01
8/14/2026,Jake Bennett,4.5,118,-146,Boston Red Sox @ Pittsburgh Pirates,823346,Traditional starter,5.9,false,false,5,0.1803,5,123,3.98,0.1626,0.381,lineup_unweighted_30d_posted,0.248,0.2657,9,0.2568,0.2173,1.0839,6,O,0.54,,5.04,<6,0.1736,1.1412,0,0.96,0.96,0.96,0.96,5.04
8/14/2026,Bubba Chandler,4.5,120,-146,Boston Red Sox @ Pittsburgh Pirates,823346,Traditional starter,5,false,false,5,0.2028,5,108,4.37,0.2222,0.351,lineup_unweighted_30d_posted,0.1822,0.1809,9,0.2165,0.2173,0.9909,5,O,-0.66,,3.84,<6,0.2096,0.8387,0,1.16,1.16,1.16,1.16,3.84
8/14/2026,Michael King,3.5,-162,132,San Diego Padres @ Cleveland Guardians,824399,Traditional starter,5.7,false,false,5,0.2147,5,116,4.1,0.2414,0.367,lineup_unweighted_30d_posted,0.1653,0.17,9,0.2141,0.2173,0.88,4,O,0,,3.5,<6,0.2245,0.7606,0,0.5,0.5,0.5,0.5,3.5
8/14/2026,Gavin Williams,7.5,125,-155,San Diego Padres @ Cleveland Guardians,824399,Traditional starter,6,false,false,5,0.3229,5,113,3.96,0.4513,0.361,lineup_unweighted_30d_posted,0.169,0.1711,9,0.2186,0.2173,0.9878,5,U,-0.73,W,6.77,6-7,0.3692,0.7775,0,-1.77,1.77,-1.77,1.77,6.77
8/14/2026,Chris Bassitt,2.5,-179,145,Baltimore Orioles @ Tampa Bay Rays,822942,Traditional starter,4.6,false,false,4,0.1418,5,110,4.63,0.1545,0.355,lineup_unweighted_30d_posted,0.1871,0.1808,9,0.1905,0.2173,0.88,3,O,-0.14,,2.36,<6,0.1463,0.8611,0,0.64,0.64,0.64,0.64,2.36
08/15/2026,Anthony Kay,4.5,115,-129,Chicago White Sox @ Detroit Tigers,824239,Traditional starter,5,false,false,6,0.1811,5,119,4.46,0.1849,0.373,lineup_unweighted_30d_posted,0.1831,0.2045,9,0.2272,0.2238,0.9736,4,U,-1.28,W,3.22,<6,0.1825,0.8183,0,0.78,0.78,0.78,0.78,3.22
08/15/2026,Troy Melton,5.5,115,-128,Chicago White Sox @ Detroit Tigers,824239,Traditional starter,6,false,false,6,0.2219,5,117,3.9,0.1966,0.369,lineup_unweighted_30d_posted,0.2392,0.2457,9,0.2366,0.2238,1.0768,4,U,0.25,,5.75,<6,0.2125,1.069,0,-1.75,1.75,-1.75,1.75,5.75
08/15/2026,Michael McGreevy,3.5,114,-125,St. Louis Cardinals @ Chicago Cubs,824644,Traditional starter,5.5,false,false,6,0.1691,5,111,4.08,0.1802,0.357,lineup_unweighted_30d_posted,0.2474,0.2364,9,0.2172,0.2238,0.9668,6,O,0.65,,4.15,<6,0.1731,1.1056,0,1.85,1.85,1.85,1.85,4.15
08/15/2026,Matthew Boyd,4.5,-106,-106,St. Louis Cardinals @ Chicago Cubs,824644,Traditional starter,5.7,false,false,6,0.1921,5,137,4.16,0.1241,0.407,lineup_unweighted_30d_posted,0.2533,0.2142,8,0.1812,0.2238,0.9265,2,U,-0.43,,4.07,<6,0.1644,1.1319,0,-2.07,2.07,-2.07,2.07,4.07
08/15/2026,Cam Schlittler,6.5,-140,105,New York Yankees @ Toronto Blue Jays,822775,Traditional starter,5.8,false,false,1,0.314,5,113,3.96,0.3894,0.361,lineup_unweighted_30d_posted,0.243,0.2233,9,0.1901,0.2238,1.0898,7,O,2.08,W,9.35,>=7,0.3412,1.0856,-0.77,-2.35,2.35,-1.58,1.58,8.58
08/15/2026,Michael Lorenzen,3.5,120,-140,Colorado Rockies @ San Francisco Giants,823184,Traditional starter,4.6,false,false,6,0.1459,5,99,4.8,0.0909,0.331,lineup_unweighted_30d_posted,0.243,0.216,8,0.2015,0.2238,0.9007,1,U,-0.75,W,2.75,<6,0.1277,1.0856,0,-1.75,1.75,-1.75,1.75,2.75
08/15/2026,Logan Webb,5.5,100,100,Colorado Rockies @ San Francisco Giants,823184,Traditional starter,6.3,false,false,2,0.1964,5,122,4.03,0.2049,0.379,lineup_unweighted_30d_posted,0.2245,0.2071,9,0.2177,0.2238,0.9947,7,O,-0.43,,5.07,<6,0.1996,1.0029,0,1.93,1.93,1.93,1.93,5.07
08/15/2026,Brad Lord,3.5,130,-164,Washington Nationals @ New York Mets,823588,Opener / bullpen game,1.9,true,false,4,0.2119,3,29,4.32,0.2069,0.127,lineup_unweighted_30d_posted,0.2573,0.2469,9,0.2247,0.2238,0.9929,1,U,-1.53,W,1.97,<6,0.2113,1.1496,0,-0.97,0.97,-0.97,0.97,1.97
08/15/2026,Sean Manaea,5.5,-150,122,Washington Nationals @ New York Mets,823588,Traditional starter,5.7,false,false,6,0.2349,5,128,4.33,0.25,0.39,lineup_unweighted_30d_posted,0.2143,0.2183,9,0.2362,0.2238,1.0233,7,O,0.29,,5.79,<6,0.2408,0.9577,0,1.21,1.21,1.21,1.21,5.79
08/15/2026,Kyle Bradish,4.5,-104,-115,Baltimore Orioles @ Tampa Bay Rays,822941,Traditional starter,5.5,false,false,6,0.2206,5,108,4.23,0.1667,0.351,lineup_unweighted_30d_posted,0.1815,0.1767,9,0.1896,0.2238,0.88,3,U,-1.13,W,3.37,<6,0.2017,0.8111,0,-0.37,0.37,-0.37,0.37,3.37
08/15/2026,Ian Seymour,6.5,-120,118,Baltimore Orioles @ Tampa Bay Rays,822941,Traditional starter,4.7,false,false,6,0.2882,5,108,4.14,0.2963,0.351,lineup_unweighted_30d_posted,0.2644,0.2523,9,0.2573,0.2238,1.0233,9,O,0.3,,6.8,6-7,0.2911,1.1816,0,2.2,2.2,2.2,2.2,6.8
08/15/2026,Ryan Gusto,4.5,-103,-115,Miami Marlins @ Cincinnati Reds,824480,Limited starter,4,false,false,6,0.2068,5,99,4.42,0.2222,0.331,lineup_unweighted_30d_posted,0.2706,0.2672,9,0.2532,0.2238,1.076,6,O,0.41,,4.91,<6,0.2119,1.209,0,1.09,1.09,1.09,1.09,4.91
08/15/2026,Brady Singer,5.5,125,-135,Miami Marlins @ Cincinnati Reds,824480,Traditional starter,5.2,false,false,6,0.1867,5,129,4.43,0.1705,0.392,lineup_unweighted_30d_posted,0.2698,0.2556,9,0.2115,0.2238,0.9392,4,U,-0.76,W,4.74,<6,0.1804,1.2056,0,-0.74,0.74,-0.74,0.74,4.74
08/15/2026,Joey Cantillo,5.5,113,-138,San Diego Padres @ Cleveland Guardians,824400,Traditional starter,4.8,false,false,5,0.256,5,84,4.32,0.3095,0.296,lineup_unweighted_30d_posted,0.174,0.1783,9,0.2154,0.2238,1.0658,7,O,-0.83,L,4.67,<6,0.2719,0.7776,0,2.33,2.33,2.33,2.33,4.67
08/15/2026,Emerson Hancock,4.5,100,-104,Seattle Mariners @ Houston Astros,824157,Traditional starter,5.4,false,false,6,0.2288,5,117,4.06,0.188,0.369,lineup_unweighted_30d_posted,0.2108,0.2017,9,0.2154,0.2238,0.9861,8,O,-0.12,,4.38,<6,0.2138,0.9419,0,3.62,3.62,3.62,3.62,4.38
08/15/2026,Hayden Wesneski,4.5,124,-135,Seattle Mariners @ Houston Astros,824157,Traditional starter,5.7,false,false,6,0.1895,4,95,4.19,0.1895,0.322,lineup_unweighted_30d_posted,0.2032,0.186,9,0.2251,0.2238,0.9867,6,O,-0.47,,4.03,<6,0.1895,0.9081,0,1.97,1.97,1.97,1.97,4.03
08/15/2026,Connor Prielipp,5.5,118,-140,Philadelphia Phillies @ Minnesota Twins,823671,Traditional starter,5.2,false,false,6,0.2461,5,109,4.36,0.2661,0.353,lineup_unweighted_30d_posted,0.2078,0.195,9,0.2364,0.2238,0.9562,6,O,-0.45,,5.05,<6,0.2531,0.9286,0,0.95,0.95,0.95,0.95,5.05
08/15/2026,Sonny Gray,5.5,107,-113,Boston Red Sox @ Pittsburgh Pirates,823347,Traditional starter,5.6,false,false,6,0.2195,5,116,4.04,0.2155,0.367,lineup_unweighted_30d_posted,0.2353,0.2672,9,0.2352,0.2238,1.0844,7,O,0.16,,5.66,<6,0.218,1.0515,0,1.34,1.34,1.34,1.34,5.66
08/15/2026,Jared Jones,4.5,-132,106,Boston Red Sox @ Pittsburgh Pirates,823347,Traditional starter,4.6,false,false,6,0.2677,5,103,4.2,0.233,0.34,lineup_unweighted_30d_posted,0.1892,0.1837,9,0.2167,0.2238,0.9661,7,O,-0.48,,4.02,<6,0.2559,0.8454,0,2.98,2.98,2.98,2.98,4.02
08/15/2026,Eduardo Rodriguez,4.5,120,-149,Arizona Diamondbacks @ Atlanta Braves,824884,Traditional starter,5.9,false,false,6,0.1716,5,126,4.11,0.1667,0.387,lineup_unweighted_30d_posted,0.2562,0.2259,9,0.2086,0.2238,0.9928,5,O,0.18,,4.68,<6,0.1697,1.1449,0,0.32,0.32,0.32,0.32,4.68
08/15/2026,Grant Holmes,3.5,-136,115,Arizona Diamondbacks @ Atlanta Braves,824884,Traditional starter,4.9,false,false,6,0.1913,5,107,4.31,0.1776,0.349,lineup_unweighted_30d_posted,0.1789,0.1783,9,0.1991,0.2238,0.88,3,U,-0.71,W,2.79,<6,0.1865,0.7993,0,0.21,0.21,0.21,0.21,2.79
08/15/2026,Jacob Misiorowski,8.5,-120,-104,Milwaukee Brewers @ Los Angeles Dodgers,823914,Traditional starter,6,false,false,6,0.3973,5,97,3.79,0.4124,0.327,lineup_unweighted_30d_posted,0.2164,0.2159,9,0.2072,0.2238,0.9577,6,U,-0.83,W,8.44,>=7,0.4022,0.9668,-0.77,-2.44,2.44,-1.67,1.67,7.67
